id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
1436,239.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.358261487,0.388145286,29.38856018,3396.72989
1437,684.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.550116044,0.476149113,38.3177098,6079.08526
1438,675.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.426064568,0.414753539,32.66436708,5313.37828
1439,664.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.492076861,0.443754909,35.55511529,5535.05665
1440,369.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.496019026,0.418219535,34.66515546,5643.36045
1441,550.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.619006054,0.520974303,42.1419027,7660.88604
1442,672.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.534251703,0.530933466,45.47838117,8655.67644
1443,439.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.57467888,0.477438541,39.92318644,7150.9817
1444,211.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.618626455,0.503991707,42.40950749,7575.80124
1445,511.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.477961423,0.418219535,34.33849206,5454.63385
1446,751.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.387861179,0.401275192,30.66522059,3948.98691
1447,463.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.40294843,0.409260571,31.86773783,4282.70063
1448,133.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.371183688,0.391441876,30.68558673,3828.16556
1449,34.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.315500071,0.370480992,28.46200492,3276.36206
1450,18.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.384610827,0.393781726,29.97539813,3826.17226
1451,375.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.558737787,0.470881708,38.70734774,6880.7759
1452,691.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.315500071,0.376880162,28.28286806,3447.0821
1453,414.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480386371,0.416537797,37.90930402,6260.47363
1454,425.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.530916639,0.419851618,38.3177098,7778.34916
1455,98.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.459087683,0.403310637,31.02327724,6060.64149
1456,741.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.384633032,0.39248084,30.8920749,3784.11935
1457,499.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.583378727,0.48363057,40.33534199,7297.7321
1458,469.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.527399614,0.488638858,40.41794736,7417.81497
1459,561.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.444479717,0.42727728,33.12546719,5004.15434
1460,50.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.529070993,0.463058596,39.64669117,6979.32479
1461,441.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.262139643,0.395435754,29.94364365,2379.90521
1462,514.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481472551,0.449871489,35.97225667,5377.27086
1463,456.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.350136522,0.382602075,29.83315835,3385.36422
1464,251.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582076861,0.488638858,40.0282126,7297.7321
1465,461.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.464411249,0.428118259,33.28905228,4830.95981
1466,428.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.597060641,0.491169185,41.94865711,7626.61733
1467,190.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.397461189,0.39604355,30.88504716,3983.09785
1468,531.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.468305902,0.412661872,33.12546719,5597.02216
1469,695.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.561190143,0.470176914,39.46756134,7107.60976
1470,447.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.527308548,0.470373306,37.96686445,6328.89332
1471,283.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.578887446,0.481349777,39.47432437,7556.10991
1472,581.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.469631675,0.428118259,33.97729329,5837.21503
1473,326.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.557250655,0.471665153,39.18303615,7400.77538
1474,302.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.536899811,0.458254721,37.77937909,5912.43376
1475,443.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.611397858,0.502740901,42.79905453,7903.51351
1476,259.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.37680364,0.39617025,29.07835591,3748.46547
1477,743.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.595712725,0.497864974,40.86547798,7117.95038
1478,763.0,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.483249032,0.445134287,35.78228845,5643.36045
1479,213.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.557250655,0.470846733,38.143078,7107.60976
1480,68.0,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.427977027,0.394606103,31.85521692,4789.59697
1481,732.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.393394771,0.409862936,31.86729396,4079.91244
1482,273.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.599984054,0.493257523,41.71941614,7858.68558
1483,417.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.546259537,0.451012573,37.97024343,7732.22522
1484,299.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.558394035,0.478666426,39.50571347,7236.09025
1485,730.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488485703,0.417947008,34.8789274,5424.12351
1486,597.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.481472551,0.44549439,34.83881461,5948.11447
1487,322.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.53427161,0.474776543,38.57716666,7041.38018
1488,744.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.420206355,0.408038131,31.93547883,4667.72494
1489,213.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.568853507,0.458254721,38.34178123,6717.44627
1490,744.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.354086468,0.389593412,29.13659362,3373.43684
1491,651.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.566319234,0.455560504,39.91734321,6461.67087
1492,237.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.565085745,0.476588872,38.63984283,6754.44894
1493,64.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.249334678,0.249334678,35.34533175,2605.69676
1494,13.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.320564713,0.377822701,27.71977169,3238.02815
1495,434.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.551891558,0.455404808,38.69800786,6942.3963
1496,178.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.467156853,0.412661872,33.99420814,5453.99382
1497,636.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.448841436,0.415160646,33.48611213,5399.86113
1498,307.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.553663086,0.471650366,37.75813832,6543.97182
1499,742.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.499125312,0.448608762,36.46620322,6400.02221
1500,250.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.384610827,0.379342921,29.13659362,3834.5748
1501,410.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450822025,0.404869033,32.81196654,4870.62537
1502,684.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429210588,0.395893563,31.59741611,4357.82292
1503,564.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.501777434,0.448463132,36.01355721,5739.68029
1504,532.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.53513718,0.44252903,37.78237359,6615.69006
1505,233.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.480072982,0.441974474,35.51753863,5534.80494
1506,556.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.579179402,0.48518887,41.48453443,7243.22611
1507,205.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603524723,0.49472557,41.05919357,7301.10622
1508,468.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.54613583,0.452680279,38.3177098,7804.62795
1509,386.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.576561833,0.473993739,39.41382075,7183.10038
1510,418.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.401490054,0.395636151,30.15219795,4167.45124
1511,517.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480072982,0.420093742,34.76957798,5199.53404
1512,359.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.58704878,0.485912698,40.4613306,7778.34916
1513,33.0,25.0,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.342841074,0.383219703,29.38856018,3244.32926
1514,348.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498218761,0.446570029,35.89837298,5946.15842
1515,137.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.474162324,0.41985155,33.07391322,5203.87681
1516,117.0,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.490016595,0.446570029,35.92331365,5898.01573
1517,489.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.463097152,0.437922725,32.68039834,5439.4215
1518,270.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.526501878,0.436996925,36.34050331,6677.62443
1519,57.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.509782413,0.409269062,36.46620322,6157.05484
1520,624.0,25.0,0.5,0.38,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.349353787,0.383470679,28.23425966,3385.148
1521,315.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.593029845,0.497978979,41.36494454,7380.6338
1522,16.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.356664626,0.382702852,29.46743356,3631.90544
1523,191.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.578556842,0.486889324,40.54647951,7706.88137
1524,2.0,37.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.33592747,0.376880162,27.19065136,3182.69865
1525,448.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.483249032,0.433844688,32.21562101,5446.69747
1526,186.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.354086468,0.377566465,29.08514833,3784.11935
1527,506.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.502842336,0.418219535,31.85521692,8969.40184
1528,482.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.463097152,0.433195442,34.33849206,5377.27086
1529,3.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.376009787,0.381851426,29.94364365,4163.82304
1530,74.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.509158377,0.42727728,36.6742427,6180.95142
1531,623.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.464365879,0.433195442,33.4416065,5005.32997
1532,235.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.556715923,0.476149113,41.93725753,6948.2288
1533,430.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.376009787,0.399556226,30.80685608,4200.97375
1534,405.0,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.498715892,0.441470296,35.98855463,5566.52275
1535,94.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.451103585,0.389204379,30.79561296,5016.74159
1536,743.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.470881648,0.433844688,34.94019505,5356.87186
1537,534.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.501777434,0.452027468,36.43071573,5911.49359
1538,447.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.442869304,0.388135964,29.38856018,5305.74363
1539,710.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.476807761,0.418219535,34.74417997,5347.71894
1540,332.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.569935673,0.474952374,38.6254357,7235.77564
1541,389.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.564981991,0.488527456,39.26540842,6994.24801
1542,676.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.444254359,0.406618165,32.27459053,5305.74363
1543,191.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.629606256,0.521691969,44.59947057,8254.12654
1544,539.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.459087683,0.426679269,33.3406292,5388.50369
1545,0.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.38581266,0.377566465,29.84228529,4228.81888
1546,145.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.561962455,0.46618285,40.81318096,7234.25525
1547,234.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.466109593,0.423927032,33.48611213,5453.99382
1548,454.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.502979625,0.451012573,36.69768447,5772.91016
1549,547.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.532482559,0.465680233,37.29886067,6608.04163
1550,45.0,25.0,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.420093742,31.87518207,5063.85109
1551,151.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.416271363,0.41553133,31.43977899,4418.44126
1552,521.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.464365879,0.433195442,33.23980604,5305.74363
1553,575.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.571708025,0.488527456,40.92210139,7297.7321
1554,147.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.583697575,0.488112101,40.36001849,7441.50942
1555,367.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.500058984,0.443504,36.09379556,5575.39447
1556,402.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.551190143,0.470846733,37.02177209,7004.01554
1557,221.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.544066693,0.446450716,36.34178123,6994.24801
1558,177.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.594206083,0.493757519,41.35738644,7556.10991
1559,583.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.571542541,0.485912698,39.85898134,7884.56772
1560,767.0,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.534251703,0.463806532,37.25124178,6677.62443
1561,534.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.466109593,0.407609786,32.62780351,5732.24032
1562,469.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.58492102,0.481349777,40.86547798,7298.0026
1563,662.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.469150447,0.417915449,32.81196654,6994.24801
1564,752.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.548724554,0.436459223,36.01862394,6708.24129
1565,193.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488485703,0.401067837,34.33849206,5932.23909
1566,537.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.49368953,0.459420676,36.88084855,6060.64149
1567,751.0,20.0,0.0,0.117,0.585,0.058,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.380852104,0.395502524,30.05252128,3937.91539
1568,3.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.354086468,0.388135964,29.2486781,3182.69865
1569,743.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.386011221,0.39728943,29.28433587,4057.55521
1570,581.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.492759727,0.443889013,35.92331365,5831.7066
1571,672.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.557250655,0.453340965,38.23520379,7400.77538
1572,559.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.404617089,0.404575636,31.60733169,4576.10071
1573,556.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.509989204,0.419851618,34.77712169,6422.92209
1574,523.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.53255682,0.452320672,37.90930402,6826.20873
1575,170.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.531891546,0.445484498,36.95787336,6852.97971
1576,144.0,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.631033926,0.521136035,44.2785829,8318.79889
1577,520.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.407072571,0.392836179,31.10161493,4166.29973
1578,290.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.496618271,0.44252903,35.92331365,5920.48718
1579,462.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.392540298,0.393786508,30.73453761,4056.83427
1580,446.0,25.0,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.456503309,0.438630573,33.33119375,4920.13663
1581,170.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.476202171,0.422918386,34.94019505,6749.51819
1582,628.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.490965919,0.446912521,35.17991165,5934.01088
1583,243.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603545036,0.500647106,42.07457289,7800.50128
1584,273.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.598645112,0.495898084,40.17821466,7215.40971
1585,613.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.467905283,0.429230513,33.08835541,5333.87334
1586,272.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.575589557,0.476308423,39.85898134,6848.62622
1587,242.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.578114733,0.48335599,40.7940564,7884.56772
1588,149.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502842336,0.450692194,36.01355721,6235.45278
1589,748.0,25.0,0.5,0.38,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.509782413,0.424609234,36.82816896,6331.86722
1590,385.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.524563481,0.422918386,35.93380223,6771.72291
1591,654.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.459358436,0.409907136,31.10924166,5898.01573
1592,239.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.545094508,0.466640196,37.7247238,6638.65649
1593,531.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.246568004,0.342825548,28.88711983,2452.68075
1594,605.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.53427161,0.464892019,37.78237359,6467.65476
1595,590.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.402052391,0.409862936,31.00460557,4282.70063
1596,396.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603524723,0.502740901,42.79905453,7626.61733
1597,672.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.340822336,0.377566465,28.80786754,3396.72989
1598,322.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.539252868,0.45968428,38.04275581,7998.35059
1599,775.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.442693354,0.424902006,33.16394425,5042.64034
1600,273.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.483805569,0.442193092,35.50033008,5711.85174
1601,471.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429000524,0.397617195,31.1279858,4802.6043
1602,387.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.559215109,0.472270742,38.17159714,6752.17704
