vehicle_no,timestamp,camera_id
MHTG372A,2024-11-09 16:20:00,002
MHTG4589,2024-10-05 15:40:00,002
MHTH3234,2024-11-12 14:40:00,002
MHTH7490,2024-09-14 18:00:00,002
MHTM9354,2024-10-05 17:40:00,002
MHTO1Y31,2024-11-06 23:00:00,002
MHTP0295,2024-10-03 14:40:00,002
MHTP1148,2024-11-02 15:00:00,002
MHTP156R,2024-10-25 15:40:00,002
MHTP2014,2024-11-09 15:00:00,002
MHTP8958,2024-10-12 13:40:00,002
MHTQ6231,2024-10-19 15:00:00,002
MHTS0995,2024-10-26 14:40:00,002
MHTS3639,2024-09-14 20:40:00,002
MHTSS869,2024-10-28 22:00:00,002
MHTT2M72,2024-10-16 17:40:00,002
MHTT3359,2024-11-11 17:40:00,002
MHTU4478,2024-09-14 17:20:00,002
MHTW1725,2024-11-02 14:00:00,002
MHTY332N,2024-09-19 15:20:00,002
MHUA1702,2024-09-22 09:00:00,002
MHUB0X99,2024-11-08 14:20:00,002
MHUB5222,2024-09-14 18:00:00,002
MHUBU360,2024-09-22 19:00:00,002
MHUC7227,2024-10-27 15:00:00,002
MHUD4963,2024-09-28 14:00:00,002
MHUDD562,2024-09-18 13:20:00,002
MHUE6843,2024-11-01 11:20:00,002
MHUG3432,2024-09-28 13:20:00,002
MHUGT237,2024-11-10 15:00:00,002
MHUHT603,2024-09-20 09:40:00,002
MHUIU736,2024-10-12 10:00:00,002
MHUJ3181,2024-10-12 14:20:00,002
MHUL2703,2024-11-02 15:00:00,002
MHUL3798,2024-11-02 14:40:00,002
MHUL5W10,2024-09-15 15:20:00,002
MHUL8030,2024-10-26 16:20:00,002
MHUM1061,2024-09-21 11:20:00,002
MHUO5333,2024-10-19 15:00:00,002
MHUO5820,2024-09-14 17:00:00,002
MHUO6530,2024-09-29 17:20:00,002
MHUS6E95,2024-11-09 15:20:00,002
MHUU0691,2024-09-14 17:00:00,002
MHUU8434,2024-09-28 15:40:00,002
MHUV6689,2024-10-21 21:40:00,002
MHUW157F,2024-11-08 14:40:00,002
MHUW69R0,2024-09-27 23:40:00,002
MHUX0502,2024-09-12 19:00:00,002
MHUX1595,2024-10-23 14:40:00,002
MHUX6353,2024-09-28 16:00:00,002
MHUZ234B,2024-10-26 14:20:00,002
MHUZ544M,2024-10-18 18:20:00,002
MHVA0022,2024-10-05 17:40:00,002
MHVA2198,2024-11-09 14:40:00,002
MHVA8240,2024-10-05 17:20:00,002
MHVB653S,2024-10-29 16:20:00,002
MHVC1308,2024-10-26 15:20:00,002
MHVC4415,2024-10-12 13:00:00,002
MHVD1454,2024-11-10 17:00:00,002
MHVD98O0,2024-10-10 21:20:00,002
MHVEB763,2024-09-24 21:00:00,002
MHVF62M9,2024-10-12 21:40:00,002
MHVI7193,2024-11-09 14:20:00,002
MHVJ7010,2024-10-12 14:00:00,002
MHVL717P,2024-11-11 09:40:00,002
MHVM85W0,2024-09-26 15:40:00,002
MHVN0752,2024-10-09 17:20:00,002
MHVN2265,2024-11-02 13:00:00,002
MHVO6199,2024-11-02 15:00:00,002
MHVO6681,2024-10-02 20:40:00,002
MHVR268D,2024-11-02 09:40:00,002
MHVR9064,2024-11-03 17:20:00,002
MHVS0876,2024-10-26 16:40:00,002
MHVS6359,2024-10-05 16:00:00,002
MHVS8801,2024-10-23 19:20:00,002
MHVT1106,2024-09-14 16:00:00,002
MHVT9967,2024-09-14 17:40:00,002
MHVU8O42,2024-10-13 10:40:00,002
MHVV6689,2024-10-19 15:00:00,002
MHWAM515,2024-09-13 16:40:00,002
MHWB7116,2024-10-12 13:00:00,002
MHWB9008,2024-10-13 13:40:00,002
MHWE1826,2024-09-28 16:00:00,002
MHWF78X1,2024-10-17 18:40:00,002
MHWG4108,2024-09-28 14:00:00,002
MHWH0555,2024-11-02 12:40:00,002
MHWH7949,2024-11-09 14:40:00,002
MHWI0405,2024-09-14 18:20:00,002
MHWI69D9,2024-11-09 18:20:00,002
MHWK0713,2024-11-09 19:00:00,002
MHWK4928,2024-11-02 14:40:00,002
MHWK6820,2024-09-28 15:20:00,002
MHWK7061,2024-09-14 16:40:00,002
MHWL4637,2024-10-05 16:20:00,002
MHWL7209,2024-11-02 15:00:00,002
MHWN2Q85,2024-10-15 21:40:00,002
MHWO9563,2024-09-21 13:20:00,002
MHWQ1885,2024-10-05 15:20:00,002
MHWQ3062,2024-10-12 14:20:00,002
MHWR9742,2024-10-05 16:00:00,002
MHWS3563,2024-10-12 14:00:00,002
MHWV6952,2024-10-05 17:40:00,002
MHWV744U,2024-10-10 09:40:00,002
MHWW1113,2024-10-19 14:00:00,002
MHWX3099,2024-10-05 16:20:00,002
MHWY3627,2024-10-25 18:00:00,002
MHWY380W,2024-09-12 14:20:00,002
MHWY8438,2024-10-05 17:00:00,002
MHWZ094P,2024-11-06 23:40:00,002
MHWZQ122,2024-10-02 13:00:00,002
MHX33527,2024-09-13 22:20:00,002
MHXA124H,2024-10-23 13:00:00,002
MHXB020R,2024-11-11 18:40:00,002
MHXB8718,2024-09-21 12:00:00,002
MHXD1427,2024-09-23 12:00:00,002
MHXD3N50,2024-10-29 20:00:00,002
MHXE2219,2024-10-05 17:40:00,002
MHXF79K2,2024-11-06 14:20:00,002
MHXG1212,2024-09-14 17:40:00,002
MHXJ1932,2024-11-05 17:20:00,002
MHXLF169,2024-09-29 22:20:00,002
MHXM1746,2024-10-19 14:20:00,002
MHXM2530,2024-10-18 15:20:00,002
MHXP9732,2024-11-11 12:40:00,002
MHXR6074,2024-09-21 12:40:00,002
MHXS2147,2024-10-26 15:20:00,002
MHXS5573,2024-09-14 18:40:00,002
MHXY7086,2024-10-05 17:20:00,002
MHXZ2973,2024-09-26 16:00:00,002
MHY42420,2024-10-28 00:00:00,002
MHYB6445,2024-10-24 17:20:00,002
MHYD5614,2024-09-14 17:20:00,002
MHYD70R9,2024-11-11 10:20:00,002
MHYD9P74,2024-11-05 19:20:00,002
MHYE3323,2024-10-12 12:00:00,002
MHYG6J76,2024-10-04 14:00:00,002
MHYH2008,2024-09-14 18:00:00,002
MHYK5641,2024-11-02 14:00:00,002
MHYKH490,2024-09-28 13:20:00,002
MHYM3538,2024-10-05 15:20:00,002
MHYM3613,2024-09-14 18:20:00,002
MHYM7451,2024-09-26 15:20:00,002
MHYN5479,2024-10-19 14:00:00,002
MHYNA623,2024-11-03 21:20:00,002
MHYP3806,2024-11-02 13:00:00,002
MHYP7659,2024-10-24 21:00:00,002
MHYQ3835,2024-10-23 00:00:00,002
MHYQ7048,2024-11-02 13:40:00,002
MHYRM941,2024-09-26 21:40:00,002
MHYS7123,2024-11-02 14:20:00,002
MHYT3357,2024-11-09 14:00:00,002
MHYU4782,2024-10-05 16:00:00,002
MHYU489U,2024-10-10 19:20:00,002
MHYV2746,2024-11-09 13:00:00,002
MHYV5332,2024-11-09 13:20:00,002
MHYW99E2,2024-10-19 11:20:00,002
MHYY576G,2024-11-11 14:20:00,002
MHZA0097,2024-09-14 16:00:00,002
MHZC6986,2024-10-15 13:20:00,002
MHZD1088,2024-10-12 14:40:00,002
MHZD3097,2024-11-04 20:00:00,002
MHZD7581,2024-10-12 13:40:00,002
MHZF2942,2024-09-28 15:20:00,002
MHZG03Y2,2024-11-10 20:00:00,002
MHZG1408,2024-09-28 14:40:00,002
MHZG4037,2024-11-02 20:20:00,002
MHZG6789,2024-11-02 14:40:00,002
MHZI5113,2024-10-26 16:00:00,002
MHZI5530,2024-10-05 15:20:00,002
MHZJ3532,2024-10-29 14:00:00,002
MHZJ4545,2024-09-21 12:20:00,002
MHZM8238,2024-10-05 17:00:00,002
MHZN5804,2024-11-09 13:00:00,002
MHZO4130,2024-10-19 14:40:00,002
MHZQ0252,2024-10-04 15:20:00,002
MHZQ275T,2024-09-21 16:20:00,002
MHZR32O7,2024-09-15 22:00:00,002
MHZR9980,2024-10-19 13:20:00,002
MHZRY856,2024-10-21 14:00:00,002
MHZT0539,2024-09-28 15:40:00,002
MHZT7391,2024-09-14 17:40:00,002
MHZU1I31,2024-10-07 21:40:00,002
MHZVB596,2024-10-29 10:40:00,002
MHZW1668,2024-09-28 15:40:00,002
MHZW2946,2024-11-02 14:40:00,002
MHZW4210,2024-09-28 15:20:00,002
MHZX5614,2024-11-09 15:00:00,002
MHZX6770,2024-10-05 23:20:00,002
MHZY0460,2024-11-09 14:40:00,002
MHZZ0258,2024-10-19 14:20:00,002
MICU1426,2024-10-22 16:00:00,002
MIKZ8554,2024-10-02 09:40:00,002
MJMQ3416,2024-11-06 13:40:00,002
MKBK7338,2024-09-30 16:00:00,002
MKKM2169,2024-10-24 20:40:00,002
MLEB4890,2024-09-29 21:00:00,002
MLJX0404,2024-11-03 12:40:00,002
MMNH3752,2024-09-27 16:20:00,002
MMOY7081,2024-11-09 15:20:00,002
MMWP2718,2024-10-11 22:40:00,002
MNVN5679,2024-09-25 15:20:00,002
MNWI5825,2024-10-13 17:20:00,002
MOBF2771,2024-11-05 00:00:00,002
MOLM4165,2024-10-31 11:40:00,002
MPFW3358,2024-10-23 10:40:00,002
MPRW9127,2024-09-19 12:00:00,002
MPUO3019,2024-09-13 21:20:00,002
MQGF8296,2024-11-08 11:20:00,002
MQGH7812,2024-11-03 12:40:00,002
MQQL0015,2024-10-22 13:40:00,002
MRQD6560,2024-10-27 17:20:00,002
MRRK2665,2024-09-16 23:20:00,002
MRVR7378,2024-11-04 13:40:00,002
MRXI6655,2024-09-15 22:00:00,002
MTIB9203,2024-10-11 14:00:00,002
MTKM6773,2024-10-13 12:40:00,002
MTLD5441,2024-09-28 20:00:00,002
MVMB7122,2024-10-30 21:20:00,002
MVXQ9888,2024-10-27 22:40:00,002
MWGT3736,2024-09-17 16:20:00,002
MWNB9634,2024-09-22 12:00:00,002
MWPF2822,2024-11-09 18:20:00,002
MXPY3248,2024-10-03 11:00:00,002
MXVF7586,2024-10-07 17:40:00,002
MYBX2378,2024-10-23 21:20:00,002
MYII5448,2024-11-12 12:00:00,002
MYPK8268,2024-09-12 14:00:00,002
MYVI8395,2024-09-22 16:00:00,002
MYYQ7472,2024-09-17 15:20:00,002
MZEA9171,2024-09-25 21:20:00,002
MZIU2367,2024-09-16 14:20:00,002
MZJB4810,2024-09-15 21:20:00,002
MZUD0087,2024-11-12 19:20:00,002
NHFQ7034,2024-09-14 17:20:00,002
NHII8349,2024-10-15 18:00:00,002
NHLC1185,2024-10-21 13:00:00,002
OHJM2578,2024-09-30 23:40:00,002
OHKO5707,2024-09-24 12:40:00,002
OHZF5760,2024-10-20 11:00:00,002
PHHO6040,2024-09-23 14:20:00,002
QHNQ8161,2024-10-18 20:00:00,002
RHTP0641,2024-10-09 21:40:00,002
THFT8278,2024-11-08 22:20:00,002
THOC0504,2024-10-13 16:20:00,002
UHZY4682,2024-11-12 14:00:00,002
VHRG9048,2024-10-29 11:20:00,002
WHOD9580,2024-11-04 18:20:00,002
WHSV6928,2024-11-08 14:40:00,002
XHMN5782,2024-09-14 17:20:00,002
XHMR0801,2024-10-24 17:20:00,002
XHSM4475,2024-10-22 22:20:00,002
YHIQ8775,2024-09-29 17:40:00,002
YHSX9637,2024-10-04 19:20:00,002
YHUG3974,2024-11-13 12:00:00,002
ZHLA0414,2024-11-01 20:40:00,002
ZHNT9444,2024-10-10 10:40:00,002
